Assignment Title	Hyperlink Title     Zoom Link
CSCI-10C-Video-Links-F25	Lab 6 - Functions II - Part 1 - Function Review Material and	https://mpc-edu.zoom.us/rec/share/GFHQFTN-eCap1GQXnW2Q8yM0gqpFIXANn2A6rn4kV4TMC6GcZmTK0RFGVMynnS0.eGOUUgVrEILzJQ6u?startTime=1759184927000
CSCI-10C-Video-Links-F25	Upcoming Midterm Exam Overview	https://mpc-edu.zoom.us/rec/share/GFHQFTN-eCap1GQXnW2Q8yM0gqpFIXANn2A6rn4kV4TMC6GcZmTK0RFGVMynnS0.eGOUUgVrEILzJQ6u?startTime=1759184140000
CSCI-10C-Video-Links-F25	Assignment 3 Overview	https://mpc-edu.zoom.us/rec/share/GFHQFTN-eCap1GQXnW2Q8yM0gqpFIXANn2A6rn4kV4TMC6GcZmTK0RFGVMynnS0.eGOUUgVrEILzJQ6u?startTime=1759184497000
CSCI-10C-Video-Links-F25	zyLab 6.1 hints	https://mpc-edu.zoom.us/rec/share/GFHQFTN-eCap1GQXnW2Q8yM0gqpFIXANn2A6rn4kV4TMC6GcZmTK0RFGVMynnS0.eGOUUgVrEILzJQ6u?startTime=1759186592000
CSCI-10C-Video-Links-F25	zyLab 6.2 hints	https://mpc-edu.zoom.us/rec/share/GFHQFTN-eCap1GQXnW2Q8yM0gqpFIXANn2A6rn4kV4TMC6GcZmTK0RFGVMynnS0.eGOUUgVrEILzJQ6u?startTime=1759187063000
CSCI-10C-Video-Links-F25	zyLab 6.3 hints	https://mpc-edu.zoom.us/rec/share/GFHQFTN-eCap1GQXnW2Q8yM0gqpFIXANn2A6rn4kV4TMC6GcZmTK0RFGVMynnS0.eGOUUgVrEILzJQ6u?startTime=1759187657000
CSCI-10C-Video-Links-F25	Functions with Reference Parameters	https://mpc-edu.zoom.us/rec/share/GFHQFTN-eCap1GQXnW2Q8yM0gqpFIXANn2A6rn4kV4TMC6GcZmTK0RFGVMynnS0.eGOUUgVrEILzJQ6u?startTime=1759190545000
CSCI-10C-Video-Links-F25	Lab 6 - Function Templates and Scope	https://mpc-edu.zoom.us/rec/share/81YPAQDdt6tXgtkpn1WiBpltIkoe3AyNfvxS83Q9bwv8MDjTuZ3Mvcxj4bs0Y_A_.YxV7XlTzxBDVpAFz?startTime=1759357892000
CSCI-10C-Video-Links-F25	Lab 9 - Files & Streams, zyLab 9.1 startup	https://mpc-edu.zoom.us/rec/share/81YPAQDdt6tXgtkpn1WiBpltIkoe3AyNfvxS83Q9bwv8MDjTuZ3Mvcxj4bs0Y_A_.YxV7XlTzxBDVpAFz?startTime=1759360106000
CSCI-10C-Video-Links-F25	zyLab 9.2 startup	https://mpc-edu.zoom.us/rec/share/81YPAQDdt6tXgtkpn1WiBpltIkoe3AyNfvxS83Q9bwv8MDjTuZ3Mvcxj4bs0Y_A_.YxV7XlTzxBDVpAFz?startTime=1759363005000
CSCI-10C-Video-Links-F25	Practice Midterm Solutions	https://mpc-edu.zoom.us/rec/share/4eR8xb-_RY9IYzQZWPn3jrcP-JDhuERPBw6qbzSOmPtrI1p6vKUMIhU6gC4rl2Lh.Ya8evQImP0aApdru?startTime=1759794875000
CSCI-10C-Video-Links-F25	Lab 7A - Objects and Classes	https://mpc-edu.zoom.us/rec/share/_kHK-s2-cg6Kwi3xNnYxMnBTxjY0ZXFqscQGm_8YRUwU9rD2xehjO3FlAyNpQw.jpUnlMERiY0NAzqL?startTime=1760393337000
CSCI-10C-Video-Links-F25	Lab 7B - Operator Overloading	https://mpc-edu.zoom.us/rec/share/-8zWVd3iOmkkqWbHwJ11Al64Zv2Xcbr89sVR9NBiXh0N0BYkHDDTyzNDpw38u3D1.bs4MKkGE-uDN1-9C?startTime=1729116544000
CSCI-10C-Video-Links-F25	Lab 7C - Arrays and Vectors of Objects	https://mpc-edu.zoom.us/rec/share/mnkQW6ZQk-230wIHSWiaGtgUDvH8vTAqicUF9zQZuCk7qWqRjuHWkwaS_mjloIX-.9eo82UjYUb5FvW5j?startTime=1761000838000
CSCI-10C-Video-Links-F25	Midterm Solutions	https://mpc-edu.zoom.us/rec/share/mnkQW6ZQk-230wIHSWiaGtgUDvH8vTAqicUF9zQZuCk7qWqRjuHWkwaS_mjloIX-.9eo82UjYUb5FvW5j?startTime=1760998845000
CSCI-10C-Video-Links-F25	Lab 7D - Arduino Drum Machine	https://mpc-edu.zoom.us/rec/share/A8Pau-CEIiMTWWTZ2Jq6PbYNt__A6YZ6gEGjzINlByWCi8YJWau2EJ47_Dkccdm-.R9jNYArx5w1TFr3u?startTime=1761172404000
CSCI-10C-Video-Links-F25	HW4 Preliminaries - zyLab 7.6	https://mpc-edu.zoom.us/rec/share/UwH6XOjo5IPGP4DKEymU7OQOkSY7yJVr5xfU0yDF6xYPU04KBpAJX2AIlhwupih6.PbbP3GNHyasidC_D?startTime=1761604019000
CSCI-10C-Video-Links-F25	HW4 - Starting up the Unit Test development sequence in Onli	https://mpc-edu.zoom.us/rec/share/n4BS-VWHr9SxsNM9Weq03oAXRY1jRx5Nzqyu246NFodIAc81LvmGWLX93PwNCJ12.K6boKUuTRumy8WIK?startTime=1761607478000
CSCI-10C-Video-Links-F25	Lab 12 - Exception Handling	https://mpc-edu.zoom.us/rec/share/slFwk4NYvBFC9SlaGcUdMHjNQoG_uQ_7pki_a4MhX-YhrVHSixqLc569SrVmZjT_.VhvCJklt-7nmOd0P?startTime=1728340218000
CSCI-10C-Video-Links-F25	Lab 8A - Pointers & Linked Lists	https://mpc-edu.zoom.us/rec/share/FUBgAOfUaPXbEliM5qXNBb-wMimJRr6AmHG_-AjybcSUrQQCnAKtZk30FY0pYI03.V-Ma07z19l4MhUCO?startTime=1730763155000
CSCI-10C-Video-Links-F25	How to use an online diff checker to find errors in your out	https://mpc-edu.zoom.us/rec/share/FUBgAOfUaPXbEliM5qXNBb-wMimJRr6AmHG_-AjybcSUrQQCnAKtZk30FY0pYI03.V-Ma07z19l4MhUCO?startTime=1730761784000
CSCI-10C-Video-Links-F25	Final Project overview	https://mpc-edu.zoom.us/rec/share/FUBgAOfUaPXbEliM5qXNBb-wMimJRr6AmHG_-AjybcSUrQQCnAKtZk30FY0pYI03.V-Ma07z19l4MhUCO?startTime=1730762092000
CSCI-10C-Video-Links-F25	Demo 8.2 Walkthrough	https://mpc-edu.zoom.us/rec/play/ERpk9mtroge8IOEMKl98AL9V4iPfl2KAA6WqstpUP3UJbuw-EmnNpU6XTQzbLiibnTkMDeM04kE6871b.vVf0B3T2x47jJNCB?autoplay=true&startTime=1730934542000
CSCI-10C-Video-Links-F25	Lab 8B - Big 3 Functions for Classes with Pointer Variables	https://mpc-edu.zoom.us/rec/share/6DIeNX1olNZSMsj168eEKdV4YztJwk8huC3VHi5fW0JUW_lmJhco_xarauYP5pI5.N4EgFpcQTcmfvgdb?startTime=1732041943000
CSCI-10C-Video-Links-F25	Lab 10 - Inheritance	https://mpc-edu.zoom.us/rec/share/7s17f5ovET_T3TlETz81OL76bWQw59drn1420zoLjJOn0P1V3LOgwc9Ho66HEkrf.4shafdn6gxOKi7tf?startTime=1731972113000
CSCI-10C-Video-Links-F25	Final Adventure Game Project Get Started	https://mpc-edu.zoom.us/rec/play/_XHrO3E73azNfc0wfe6QOUuuweuVXk1yfkiP3IdKqViHDjdATSulyl-nurFt73ej1HPnVfPLYyGVA0GO.gx5KNy6ehvhJ5SR5?autoplay=true&startTime=1731971231000
CSCI-10C-Video-Links-F25	Adventure Game zyLab plus discussion and Extra Credit option	https://mpc-edu.zoom.us/rec/play/vLx_jY2B0-iyywXg9AWeWpBipHmh3h75axk8N87mTOnlmogG6GAkV1yCxtOi6m_vNg_vugFcckXGv7JY.c-ln7HQG0iST2BHO?autoplay=true&startTime=1731971473000
CSCI-10C-Video-Links-F25	Lab 11 - Recursion	https://mpc-edu.zoom.us/rec/share/WbP_jXAIhy7g8YdwDPu1MCemCqX4hpYhUNl7R3mqS72KWINPo2lHNBeXlYYiWZ8a.lrCYJZIoNpERvZdL?startTime=1732144701000
CSCI-10C-Video-Links-F25	Final Project Test Codes and Final Exam Overview, Practice,	https://mpc-edu.zoom.us/rec/play/p3hFtupvb-qMNKSt84FuglZf4MYuc1Hl_0LsQKgtNk68aLcvYk8E80LGm_xP6VZrUTM9hv5u8AyeCQlM.4qUIatECJ7XK1FDq?autoplay=true&startTime=1733184310000
CSCI-10C-Video-Links-F25	Lab 13 - Function Templates - zyLab 13.1	https://mpc-edu.zoom.us/rec/play/ON3m9jkyq7fJS-GM6Rc248hc3ssy3uSOZxgYpCTxYsnNLVpt9paQr63eZibIDdHEPKiDr_rjgkkO1Ayt.Tx5q3bvSFFKil7j5?autoplay=true&startTime=1733184718000
CSCI-10C-Video-Links-F25	Lab 14 - The C++ Standard Template Library - lists - zyLab 1	https://mpc-edu.zoom.us/rec/share/mVW2Dpu47YzvGVZoIDt1R-9HADN4ERit80swYBuwePYUZGVopR1Qesp8Nh7Yv77U.Bl54rGgeGNVF7Qp0?startTime=1733359552000
CSCI-10C-Video-Links-F25	STL map class - zyLab 14.2 and queue class - zyLab 14.3	https://mpc-edu.zoom.us/rec/play/FUx1ajOalGejfvO0r8KskSgPfOl4LL2LsnMLo3KHcWHm_KrQiJ7IqDbx6tqqYoBscRq2FAmibTu7xWw4.pBbrxgEhmaimzZns?autoplay=true&startTime=1733361060000
CSCI-10C-Video-Links-F25	Final Exam Review	https://mpc-edu.zoom.us/rec/share/mVW2Dpu47YzvGVZoIDt1R-9HADN4ERit80swYBuwePYUZGVopR1Qesp8Nh7Yv77U.Bl54rGgeGNVF7Qp0?startTime=1733353811000
ENGR1A-Video-Links-S26	Lab1 Debrief, HW2 Overview, Lecture 2, Activity 2	https://mpc-edu.zoom.us/rec/share/H63ECcbqyVi2MbTc_2v6_WsAbvJrlaHQH9r8ZGQiOEo-omlUOkex6nP4AWYOfes1.j_bzCfWDk4SwH86v?startTime=1770165481000
ENGR1A-Video-Links-S26	Spreadsheets I - Formulas, Averages - Beam Testing Analysis	https://mpc-edu.zoom.us/rec/share/syhHyO6gdsTpNayHxtxg4uL8iMcuwv-Gt0tWsMz0oICcHqXyWP69RAx1SRK44hkY.pdKqOY8MYJQgOXVo?startTime=1770335044000
ENGR1A-Video-Links-S26	Succeeding in the Classroom - Boba Straw Truss building	https://mpc-edu.zoom.us/rec/share/Xp1L4_XXrgoHscvDS1ol2kV4tTkuF0JatddtiP64d6pvWrPafo48BI7kh6s79k0t.mQBCuNRMsZspif-2?startTime=1770770695000
ENGR1A-Video-Links-S26	Spreadsheets II - Plotting, Column vs Line, vs Scatter,Trend	https://mpc-edu.zoom.us/rec/share/m7aIuTs9sznwoX0-9JNJSJmbHu7c69CmWirCVdLdfjEc8nnxdpHCd8yUg4Yz7bvH.2wagsJClhiMJkSiG?startTime=1770939542000
ENGR1A-Video-Links-S26	Team Bridge Design Review, Engineering Education, 3 yr Ed Pl	https://mpc-edu.zoom.us/rec/share/cyql7A5-I_EpoPcGFjSbgSSDMcGbhp6Bzit2fHhm1O2ryapShfZvWqGDSfhOFgMj.U5IcZxfslEuYBV4e?startTime=1771374938000
ENGR1A-Video-Links-S26	2D Sketching & Bridge Layout with OnShape from 2025	https://mpc-edu.zoom.us/rec/share/t396QKM3KGyEv5At9ol-NZfnGf7qy-FRbUpsB4V319AYci9Ae0kNStelrrS4yRd8.zhNvkm9SkrAbvK-h?startTime=1740096454000
ENGR1A-Video-Links-S26	Engineering Ethics, Incident at Morales Overview	https://mpc-edu.zoom.us/rec/share/tTAUiDN0nvZccOupY0NUDKZgYbGUNCXHZwBzH3cpUb8jHuNX9c6CCeav5PsbCPbc.-KvwUPH11vHOHR1r?startTime=1771980933000
ENGR1A-Video-Links-S26	Alumni Meetup 3/10 + CAMP Symposium Trip Highlights	https://mpc-edu.zoom.us/rec/share/m0yMOaWfWPZdv6mykeCpGJuh8KAp5KwcS96JlbY8H78Cdx7Lhk3pDBcqJ9a-BOl1.g7fMxFbBo0EuxUF-?startTime=1771979649000
ENGR1A-Video-Links-S26	Create a Drawing from your OnShape Design	https://mpc-edu.zoom.us/rec/play/MuGZrVvQIAVNAeMgJm71Gcg3yqZL69QRnQI_q7WkrvpF7jMdRtQn6kNCx5qSPF00JZ6rMo44hXoIIBfx.HqOUyR851TVOfdvk?autoplay=true&startTime=1771992676000
ENGR1A-Video-Links-S26	NACE Salary Report, Engineering Economics	https://mpc-edu.zoom.us/rec/share/knnelnsWQctclUu_qlNl_cuiY0RpRApIWkMAml_iIyn_9KCmjWXfSEmuEqK-D1IO.0rXVsIeLjSKp5X-v?startTime=1772589823000
ENGR1A-Video-Links-S26	Bridge Testing!	https://mpc-edu.zoom.us/recording/detail?meeting_id=%2Fxba7toPSCSPzH6hR5E9fg%3D%3D
ENGR1A-Video-Links-S26	Phil Coelho recorded talk - Intro	https://mpc-edu.zoom.us/rec/share/42Glu17QjBggPEcE22M3fKnoZJw1hlIlTVojxv8mxRKAR_HB0iWuYgD0OE7Vog_r.aO7NTtuJ5vKCHW9W?startTime=1773791674000
ENGR1A-Video-Links-S26	POV Demo & Lab 7 - Tinkercad Circuits	https://mpc-edu.zoom.us/rec/share/ddz_Ya4Pjp34EJkhgTNB8tVpw6-lpGm_udtNzur-Nc9BeeHginrHBl52cmLhucx0.YMAYv98Nyhc7o0qq?startTime=1773960007000
ENGR1A-Video-Links-S26	More Bridge Testing (Team D)	https://mpc-edu.zoom.us/rec/share/ddz_Ya4Pjp34EJkhgTNB8tVpw6-lpGm_udtNzur-Nc9BeeHginrHBl52cmLhucx0.YMAYv98Nyhc7o0qq?startTime=1773970045000
ENGR1A-Video-Links-S26	Lab 8 - DC Motors, Servomotors and Neopixels	https://mpc-edu.zoom.us/rec/share/2cVp3T0sm3-0P6Pdi-2cOptFhpfQ3Df9U_WDu1QRopRZPFGp8dDEaxhgi_rLe1nr.pc25jmYq8YJgBzNa?startTime=1775604929000
ENGR1A-Video-Links-S26	Final Project Overview	https://mpc-edu.zoom.us/rec/share/DXNPNmbKNaaTrUtqQVYqaBXcDxUQ1zYtaJuHhPPCt48KGbkFqQd5R0Ic3nmbZdPt.KPTxcOJF6ID76wl9?startTime=1775169383000
ENGR1A-Video-Links-S26	Lab 9 - Final Project - Individual Design	https://mpc-edu.zoom.us/rec/share/-q8wF9i06h8_H11DmVktjKPmTEfbOCOd74lGv5tRiayKlUP1qb5AjFbBWqzUlpt3.J3p05s3HqrMx22Ef?startTime=1775774484000
ENGR1A-Video-Links-S26	Final Project - Group Design Kickoff	https://mpc-edu.zoom.us/rec/share/fLgH7Yf6gXvL2iHTCaLJW-iqvizNyXKO7EF38DaG2EkqCOvTEiyhaEa81iK7f5aq.Clsfq1WMfxkyrpuO?startTime=1776209782000
ENGR1A-Video-Links-S26	More Bridge Testing (Team E)	https://mpc-edu.zoom.us/rec/share/fLgH7Yf6gXvL2iHTCaLJW-iqvizNyXKO7EF38DaG2EkqCOvTEiyhaEa81iK7f5aq.Clsfq1WMfxkyrpuO?startTime=1776216948000
ENGR1A-Video-Links-S26	Lab 10 - 3D Modelling in OnShape	https://mpc-edu.zoom.us/rec/share/B57MPEkgaLx-MHsgVthf1tXXYvWQqAU5ziBEA14PdoeaBHROY2a7lI1Vk1RG6N_W.xdGaLwcNVXVPgn9A?startTime=1776815831000
ENGR1A-Video-Links-S26	Alumni Guest Speaker - Ali Karimizand - MechE	https://mpc-edu.zoom.us/rec/share/B57MPEkgaLx-MHsgVthf1tXXYvWQqAU5ziBEA14PdoeaBHROY2a7lI1Vk1RG6N_W.xdGaLwcNVXVPgn9A?startTime=1776818435000
ENGR1A-Video-Links-S26	Final Project - Log File & Parts Raffle	https://mpc-edu.zoom.us/rec/share/tOeij44sh1pJPY4O_veQ9qV1sRja5VOHHYzwY-5PvDjbbTbhOQuwktTW-pI6dZgq.p08BOLu6tu833rVO?startTime=1776983934000
ENGR1A-Video-Links-S26	Final Project update, Extra Credit Options (Op-Ed Essay Proj	https://mpc-edu.zoom.us/rec/share/ku9hSLA7EtBAIzim3j3T7SFavWh6RTV3yNGzO3b7jrOCxHeDzYodszdp0Gj9u1Fc.WytT8zwPnc07Y8uJ?startTime=1777419681000
ENGR1A-Video-Links-S26	Final Project Recap, Report and End of Semester notes	https://mpc-edu.zoom.us/rec/share/b5MqZ9AVQaGFJ4xEybpKjnwr-Cd062jth2AOVBksbiu-UyzejBxtZD51MvmVJro0.bCG4cVBK8Y2j2Y_d?startTime=1778629341000
ENGR260L-Video-Links-S26	ENGR12L overview, Lab 1	https://csumb.zoom.us/rec/share/8nTuXHvbqC-aVP1oE1ICbHr-Dltu55Cy7yL8TW_ak4ldjTv7HZrOPhnrHetuSC5K.1367ZtwPSncVmqSS
ENGR260L-Video-Links-S26	Current, Voltage, Power, Passive Sign Convention	https://cccconfer.zoom.us/recording/share/6xGN-yZEYe4B6bFEzkA6pTwpkdU2Pm2TQ2dr1fJF_jywIumekTziMw
ENGR260L-Video-Links-S26	Passive Sign Convention, Power/Energy, Introduction to Circu	https://cccconfer.zoom.us/recording/play/QYJ5h1MYpiBsYXfqbxD7rnSjA7xsFM0kya6OuXSTjBmwaKJH4jqhVYjXKtl_M2CS?continueMode=true
ENGR260L-Video-Links-S26	In Class Problem Solving	https://cccconfer.zoom.us/recording/share/WVvwDGWdGwQ5ajrH0up6Z0Kwl2MFxiMREB5mYiz_BYE?startTime=1549055307000
ENGR260L-Video-Links-S26	Lab 2 - Safety, Breadboards, Measuring Voltage and Current	https://csumb.zoom.us/rec/share/RUMOsipv2yFjUHjKNf83GqvCCyJMW2FrGcS6WlDmIao5qA_3zKfoY7YtzVdbryJK.XWdH259tWiScmRrk?startTime=1769814336000
ENGR260L-Video-Links-S26	Lecture 2 - Kirchoff’s Currrent and Voltage Laws	https://cccconfer.zoom.us/recording/play/C8GM4XTAN99DVK5qw7of3fW1X45CUu3r7Z-b0ssaub16v3mURmW8stDEzZMHsAzV?continueMode=true
ENGR260L-Video-Links-S26	Lab 3 - Series and Parallel Circuits: Lie Detector, Circuit	https://csumb.zoom.us/rec/share/sYRpIRepTBV0zLlYaSJ8eKj6spPBIJlPLhoJ7e9agfqUyhXLvvWG0iWlU7yRgnP4.65pqmFO3uplTje_N?startTime=1770418964000
ENGR260L-Video-Links-S26	Lab 5 - Nodal and Mesh Analysis	https://csumb.zoom.us/rec/share/kzn4a5AhNgmFTxgQ-az8xb-lRVtYcI4vTsoo0fI0Z7iafQZHfF8n64G516vSZjGm.UNR17Jog--pMABaE?startTime=1771024599000
ENGR260L-Video-Links-S26	Tinkercad Breadboard Simulation Basics	https://csumb.zoom.us/rec/share/neEYfvU4q7Zi0y75-ZfVy17a2595UevtvOC-yPeZw0K_0PsgyFtaitcT3m_Kznse.kWL_2y10P4d2xUkG?startTime=1771652607000
ENGR260L-Video-Links-S26	Multisim Basics	https://csumb.zoom.us/rec/share/neEYfvU4q7Zi0y75-ZfVy17a2595UevtvOC-yPeZw0K_0PsgyFtaitcT3m_Kznse.kWL_2y10P4d2xUkG?startTime=1771655314000
ENGR260L-Video-Links-S26	Multisim - Dependent Sources	https://csumb.zoom.us/rec/share/neEYfvU4q7Zi0y75-ZfVy17a2595UevtvOC-yPeZw0K_0PsgyFtaitcT3m_Kznse.kWL_2y10P4d2xUkG?startTime=1771657721000
ENGR260L-Video-Links-S26	Lab 6 - Thevenin’s Theorem	https://csumb.zoom.us/rec/share/ZGwRLMZIKZj__zMLKuBYOjfE76XNotwJKDoOEFtckFXa2eSn1pnqVAmpwaeZ9qNd.GoGKGX4SWMwudRYD?startTime=1772232905000
ENGR260L-Video-Links-S26	Lab 7 - Operational Amplifiers (start to Zoom crash: 23 min)	https://csumb.zoom.us/rec/share/vD0eXhBiOfxXNoNdBUJf_RYGddHw0WlDjbvW_sqCmvKchnbiQ_5sJCdsgAZ4m0Bz.ZW4OihQEtmfryjjS?startTime=1772838334000
ENGR260L-Video-Links-S26	Operational Amplifiers (post Zoom crash: 33 min)	https://csumb.zoom.us/rec/share/qdazq5IsMDNqRw-ygUfottFf1G74tEaLWze9WHzBDvEJKzbSdHwpcjVUA3jaPhAd.QfWjNVjjfReX71aC?startTime=1772840563000
ENGR260L-Video-Links-S26	Lab 9 - First Order Circuits with Analog Discovery + Wavefor	https://csumb.zoom.us/rec/share/4skQjDwuTaEejEIB-6DSNOY93NeBURX5_Hv3amxm4RaerPjkJ9rZSv59wZWQb3Vh.fIxPi6o5PlnP1PzO?startTime=1773436440000
ENGR260L-Video-Links-S26	Lab 10 - First Order Circuits: Analysis and Simulation	https://csumb.zoom.us/rec/share/n9UPMLxfIGlC9sAJ3jMhh80uKK-toGZNBNo6jhLC7JkHQEeDRGq76Ep7OHVVpXIz.yfy70xzFe5qJERc6?startTime=1774042199000
ENGR260L-Video-Links-S26	Lab 11 - Phasors and MATLAB	https://csumb.zoom.us/rec/share/j9sbwol0x15CucIY5FBpqvHpFjdDH4GNXrzvyVS5AiF8XufxsKoRFqjVS_7HskQ2.yLf-oIXzXckBb0mS?startTime=1775859862000
ENGR260L-Video-Links-S26	Lab 12 - Phasor Nodal, Mesh and Thevenin	https://csumb.zoom.us/recording/detail?meeting_id=fZCfomRDTeiZbYwfFinrPA%3D%3D
ENGR260L-Video-Links-S26	Lab 14 - Sensors and Arduino Microcontrollers (Extra Credit)	https://csumb.zoom.us/rec/share/Rh8VzDftwwxCIye4yI6_nm4hOJJdf4xo0RXPzDWElwEHVWvON30bKnMI0-Ex9T70.JYC9VXpytHVYDZJq
ENGR260L-Video-Links-S26	Lab 15 - Frequency Selective Circuits	https://csumb.zoom.us/rec/share/H816eJsmplRDnnwsRAu3JVJvFDPGp9ySyU6kaR23czFZBzlBd3rYuboGe1_43JIO.kseVnI--OR9CfS_J
